IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.
pršut brez kosti v kosu;M753;1kg;9,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;11123;Šepulje 31, 6210 Sežana;05 73 10 300
mini mesni narezek;M879;400g;3,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;KRAS d.o.o.;11123;Šepulje 31, 6210 Sežana;05 73 10 300
alpsko mleko, 3,5% m.m;M912;12l;10,9;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpsko mleko, 3,5% m.m;M915;1l;1,09;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
Sir Jošt;M918;330g;2,99;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpsko mleko brez laktoze, 1,5% m.m;M936;1l;1,59;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpsko mleko, 1,5% m.m;M939;12l;10,9;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
kisla smetana 20% m.m;M942;180g;0,9;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpsko mleko, 3,5% m.m;M954;6l;6,39;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpsko mleko, 3,5% m.m;M963;1l;1,09;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
grški tip jogurta;M981;150g;0,99;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
sladka smetana, 35% m.m;M987;0,25l ;1,47;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpska smetana za stepanje, 33% m.m;M990;0,5l;2,99;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
sadni jogurt Mu;M1014;160g;0,45;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpsko mleko, 3,5% m.m;M1017;0,5l;0,89;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
maslo Mu;M1023;250g;2,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
jogurt Ego, 1,3% m.m;M1026;250g;0,86;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
kisla smetana Mileram 20% m.m;M1032;400g;1,99;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
grški tip jogurta borovnica;M1035;150g;0,99;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
pasirana skuta Mu;M1059;250g;1,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
sir mozzarella Bella Napoli;M1068;250g;2,59;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
probiotièni jogurt Slim&vital jagoda, Ego;M1074;250g;0,81;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
rezani sir dimljeni Jošt;M1107;150g;2,59;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
alpska smetana za kuhanje ;M1113;400ml;2,5;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Ljubljanske mlekarne d.d.;11139;Tolstojeva 63, Ljubljana, Slovenija;080 11 46
Kranjska klobasa, Arvaj;M702;1kg;11,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;11143;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301
gorenjska zaseka, Arvaj;M786;300g;2,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;11143;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301
Hamburška slanina, Bohinija;M792;330g;8,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;11143;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301
Suha domaèa klobasa, Bohinija;M795;1kg;15,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;11143;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301
Bohinjska zaseka, Bohinija;M831;500g;4,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;11143;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301
Mortadela Anton;M906;1kg;11,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Loške mesnine d.o.o.;11143;Kidrièeva cesta 63a, 4220 Škofja Loka, Slovenija;04 51 30 301
èebula;M12;1kg;0,69 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rdeèa èebula;M21;1kg;1,35 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
èesen;M30;1kg;5,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio èesen Bio Zone;M33;1kg;13,27 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rdeèa èebula;M36;1kg;2,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
èebula;M39;1kg;2,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
krompir;M42;1kg;0,84 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
krompir za kuhanje;M51;1kg;0,84 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio krompir, Bio Zone;M57;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
krompir rdeèi;M66;1kg;0,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
krompir za cvrtje;M69;1kg;0,84 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
slovenski krompir;M72;1kg;0,40 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
motovilec;M75;1kg;12,00 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rukola;M78;1kg;12,00 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio motovilec Bio Zone;M81;1kg;16,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mlada špinaèa;M84;1kg;12,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio špinaèa Bio Zone;M87;1kg;10,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio rukola Bio Zone;M90;1kg;15,90 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
eko brokoli Bio Zone;M93;kos;1,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rdeèa pesa;M114;1kg;1,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
eko korenje;M138;1kg;2,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
korenje;M141;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
šampinjoni;M153;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
slovenski šampinjoni;M156;1kg;5,16 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bukov ostrigar;M162;1kg;7,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
eko kumare;M177;1kg;5,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
jušna zelenjava;M186;1kg;3,76 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
ingver, pakiran;M189;1kg;7,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
Paradižnik Piccadilly;M219;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
paradižnik bumbolino snack;M246;1kg;9,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio paradižnik;M255;1kg;5,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
paprika kozji rog;M258;1kg;3,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
trobarvna paprika kozji rog;M261;1kg;5,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
kisla repa;M294;1kg;2,63 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
kisla repa;M300;1kg;1,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
eko limone;M348;1kg;2,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
limone;M351;1kg;1,89 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
rdeèa grenivka;M369;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio banane Bio Zone;M423;1kg;3,82 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio hruške Bio Zone;M438;1kg;5,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
bio jabolka Bio Zone;M477;1kg;5,32 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
Pišèanèji file;M489;500g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanèji mini file;M495;400g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
Pišèanèji file in stegna;M522;500g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mariniran pišèanèji mini file;M525;400g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanèji file po dunajsko;M528;300g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek ogrska salama;M537;100g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
puranji zrezki;M543;500g;4,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek kuhan pršut;M546;100g;1,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svinjsko stegno zrezki;M552;400g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanec;M561;1kg;3,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
Goveji boènik s kostjo;M567;1kg;6,98 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek pršut;M576;100g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek mortadela;M585;100g;0,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mleto mešano meso;M591;450g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svnijski kare brez kosti;M600;480g;3,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mlado goveje mleto meso;M603;420g;2,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanèje prsi v ovitku;M612;400g;3,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
peèena hamburška slanina;M624;350g;2,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanèje hrenovke;M630;210g;1,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanèja bedra;M633;550g;2,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
èevapèièi;M645;480g;2,59 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek pršut;M651;500g;7,69 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mleto mešano meso;M672;450g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
pišèanèje peruti;M678;500g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek kmeèka salama;M681;100g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
posebna pišèanèja salama;M684;400g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
narezek panceta;M693;100g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svinjski file;M696;1kg;9,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mini ljubljanska salama;M711;400g;1,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
klobasa za kuhanje;M732;1kg;5,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mini ogrska salama;M765;1kg;11,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
domaèa suha salama;M771;500g;5,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mini kmeèka salama;M780;350g;4,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
delikatesni ocvirki;M804;220g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
mladi goveji kuhani vampi;M810;700g;3,59 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svinjski vrat s kostjo;M813;480g;2,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svinjski kare v zelišèni marinadi;M822;400g;2,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svinjski vrat brez kosti, v zrezkih;M825;500g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
prekajena šunka;M837;1kg;8,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
domaèa mast;M840;950g;2,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
dimljeno zorjeno stegno v kosu;M861;1kg;10,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
svnijsko pleèe;M873;1kg;4,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
trajno mleko, 3,5% m.m;M909;1l;0,77;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
trajno mleko, 1,5% m.m;M921;1l;0,67;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
maslo;M924;250g;1,89;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
sir mozzarella;M927;100g;0,69;mleèni izdelki;3499;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;11147;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645
